# COLUMN0,COLUMN1,COLUMN2
6.682699999999999640e+00,6.691900000000000404e+00,6.555200000000000138e+00
6.628400000000000070e+00,6.703899999999999970e+00,6.498199999999999754e+00
6.600299999999999834e+00,6.664399999999999658e+00,6.502500000000000391e+00
6.530599999999999739e+00,6.713899999999999757e+00,6.526399999999999757e+00
6.603600000000000136e+00,6.687100000000000044e+00,6.554000000000000270e+00
6.539900000000000269e+00,6.727400000000000269e+00,6.388300000000000090e+00
6.721799999999999997e+00,6.751100000000000101e+00,6.667699999999999960e+00
6.732000000000000206e+00,6.795700000000000074e+00,6.588499999999999801e+00
6.142500000000000071e+00,6.842100000000000293e+00,6.095699999999999896e+00
6.654099999999999682e+00,6.839000000000000412e+00,6.631000000000000227e+00
6.746400000000000396e+00,6.771799999999999820e+00,6.525800000000000267e+00
6.461700000000000443e+00,6.567499999999999893e+00,6.405899999999999928e+00
6.303799999999999848e+00,6.534799999999999720e+00,6.287700000000000067e+00
6.457399999999999807e+00,6.519000000000000128e+00,6.297100000000000364e+00
6.487199999999999633e+00,6.554100000000000037e+00,6.474999999999999645e+00
6.482800000000000118e+00,6.490999999999999659e+00,6.395800000000000374e+00
6.425399999999999778e+00,6.492600000000000371e+00,6.367200000000000415e+00
6.530199999999999783e+00,6.541400000000000325e+00,6.158900000000000041e+00
6.197600000000000442e+00,6.283199999999999896e+00,6.092500000000000249e+00
6.110299999999999621e+00,6.219100000000000072e+00,5.838199999999999612e+00
6.021200000000000330e+00,6.300600000000000200e+00,6.007100000000000328e+00
6.302100000000000257e+00,6.342399999999999594e+00,6.147100000000000009e+00
6.328800000000000203e+00,6.418400000000000105e+00,6.226200000000000401e+00
6.403900000000000148e+00,6.431199999999999584e+00,6.190199999999999925e+00
6.208400000000000141e+00,6.269999999999999574e+00,6.176300000000000345e+00
6.275100000000000122e+00,6.277800000000000047e+00,6.165700000000000180e+00
6.166000000000000369e+00,6.172699999999999854e+00,6.047200000000000131e+00
6.092500000000000249e+00,6.296100000000000030e+00,6.041199999999999903e+00
6.232199999999999740e+00,6.322799999999999976e+00,6.194600000000000328e+00
6.238999999999999879e+00,6.241999999999999993e+00,6.075700000000000323e+00
6.104599999999999582e+00,6.219100000000000072e+00,6.089000000000000412e+00
6.191600000000000215e+00,6.230199999999999960e+00,6.066799999999999748e+00
6.158900000000000041e+00,6.237599999999999589e+00,6.134599999999999831e+00
6.148699999999999832e+00,6.224400000000000155e+00,6.115899999999999892e+00
6.166400000000000325e+00,6.267599999999999838e+00,6.161599999999999966e+00
6.255499999999999616e+00,6.344999999999999751e+00,6.103500000000000369e+00
6.309700000000000308e+00,6.334500000000000242e+00,6.265500000000000291e+00
6.327799999999999869e+00,6.344000000000000306e+00,6.265699999999999825e+00
6.274600000000000399e+00,6.333000000000000185e+00,6.148299999999999876e+00
6.306400000000000006e+00,6.354400000000000048e+00,6.275299999999999656e+00
6.282700000000000173e+00,6.392500000000000071e+00,6.230299999999999727e+00
6.365700000000000358e+00,6.383300000000000196e+00,6.278999999999999915e+00
6.365400000000000169e+00,6.407099999999999795e+00,6.350999999999999979e+00
6.368400000000000283e+00,6.396499999999999631e+00,6.139899999999999913e+00
6.148799999999999599e+00,6.365800000000000125e+00,6.146399999999999864e+00
6.306600000000000428e+00,6.364399999999999835e+00,6.203299999999999592e+00
6.312500000000000000e+00,6.342699999999999783e+00,6.195899999999999963e+00
6.213499999999999801e+00,6.380200000000000315e+00,6.210799999999999876e+00
6.352199999999999847e+00,6.437905999999999906e+00,6.248700000000000365e+00
6.429000000000000270e+00,6.432299999999999685e+00,6.202799999999999869e+00
6.245000000000000107e+00,6.348499999999999588e+00,6.234899999999999665e+00
6.298300000000000232e+00,6.319099999999999717e+00,6.179999999999999716e+00
6.193500000000000227e+00,6.220900000000000318e+00,6.012299999999999756e+00
6.032399999999999984e+00,6.210099999999999731e+00,5.910499999999999865e+00
6.111600000000000144e+00,6.222699999999999676e+00,5.975200000000000067e+00
5.989099999999999646e+00,6.232499999999999929e+00,5.989099999999999646e+00
6.038299999999999557e+00,6.253800000000000026e+00,6.032899999999999707e+00
6.205099999999999838e+00,6.246599999999999930e+00,6.044800000000000395e+00
6.048399999999999999e+00,6.285899999999999821e+00,6.048399999999999999e+00
6.135299999999999976e+00,6.291900000000000048e+00,6.075400000000000134e+00
6.108500000000000263e+00,6.323699999999999655e+00,6.105500000000000149e+00
6.294200000000000017e+00,6.353900000000000325e+00,6.193299999999999805e+00
6.195500000000000007e+00,6.377699999999999925e+00,6.139999999999999680e+00
6.136099999999999888e+00,6.410899999999999821e+00,6.136099999999999888e+00
6.247799999999999798e+00,6.445999999999999730e+00,6.239600000000000257e+00
6.426199999999999690e+00,6.448500000000000121e+00,6.249500000000000277e+00
6.253400000000000070e+00,6.447099999999999831e+00,6.249399999999999622e+00
6.429999999999999716e+00,6.487000000000000099e+00,6.256499999999999950e+00
6.269499999999999851e+00,6.549400000000000333e+00,6.268299999999999983e+00
6.497499999999999609e+00,6.507600000000000051e+00,6.231900000000000439e+00
6.449099999999999611e+00,6.456299999999999706e+00,6.259800000000000253e+00
6.283800000000000274e+00,6.446699999999999875e+00,6.252399999999999736e+00
6.269599999999999618e+00,6.445000000000000284e+00,6.245400000000000063e+00
6.395699999999999719e+00,6.410899999999999821e+00,6.152599999999999625e+00
6.281100000000000350e+00,6.312700000000000422e+00,6.080499999999999794e+00
6.084800000000000431e+00,6.274399999999999977e+00,6.083300000000000374e+00
6.266000000000000014e+00,6.338400000000000034e+00,6.076999999999999957e+00
6.083400000000000141e+00,6.231200000000000294e+00,6.065199999999999925e+00
6.066699999999999982e+00,6.272899999999999920e+00,6.060299999999999798e+00
6.082499999999999574e+00,6.278999999999999915e+00,6.082499999999999574e+00
6.114700000000000024e+00,6.326600000000000001e+00,6.100299999999999834e+00
6.315400000000000347e+00,6.345799999999999663e+00,6.141499999999999737e+00
6.320800000000000196e+00,6.334999999999999964e+00,6.154200000000000337e+00
6.261499999999999844e+00,6.295700000000000074e+00,6.082399999999999807e+00
6.091899999999999871e+00,6.333000000000000185e+00,6.083800000000000097e+00
6.130399999999999849e+00,6.327499999999999680e+00,6.107400000000000162e+00
6.111799999999999677e+00,6.319600000000000328e+00,6.096199999999999619e+00
6.129599999999999937e+00,6.274300000000000210e+00,6.009000000000000341e+00
6.007900000000000240e+00,6.241799999999999571e+00,6.005399999999999849e+00
6.096199999999999619e+00,6.266899999999999693e+00,6.080599999999999561e+00
6.081500000000000128e+00,6.228100000000000414e+00,6.025000000000000355e+00
6.032399999999999984e+00,6.200700000000000323e+00,5.930799999999999628e+00
5.940199999999999925e+00,6.093600000000000350e+00,5.924599999999999866e+00
6.051099999999999923e+00,6.065500000000000114e+00,5.943500000000000227e+00
5.950999999999999623e+00,6.093700000000000117e+00,5.936499999999999666e+00
6.000200000000000422e+00,6.152700000000000280e+00,5.881899999999999906e+00
5.892500000000000071e+00,6.118500000000000050e+00,5.877299999999999969e+00
5.957799999999999763e+00,6.143900000000000361e+00,5.905300000000000438e+00
5.911500000000000199e+00,6.139400000000000190e+00,5.909200000000000230e+00
6.101899999999999658e+00,6.107199999999999740e+00,5.871800000000000352e+00
5.886499999999999844e+00,6.063799999999999635e+00,5.879599999999999937e+00
6.051700000000000301e+00,6.126599999999999824e+00,5.953599999999999781e+00
5.953100000000000058e+00,6.125600000000000378e+00,5.924599999999999866e+00
5.928700000000000081e+00,6.087200000000000166e+00,5.832399999999999807e+00
5.963499999999999801e+00,5.983200000000000074e+00,5.799299999999999677e+00
5.801700000000000301e+00,5.951999999999999957e+00,5.760299999999999976e+00
5.771799999999999820e+00,6.016700000000000159e+00,5.759900000000000020e+00
5.874799999999999578e+00,6.040499999999999758e+00,5.864200000000000301e+00
5.868999999999999773e+00,6.039799999999999613e+00,5.759500000000000064e+00
5.854000000000000092e+00,5.892000000000000348e+00,5.704100000000000392e+00
5.715099999999999625e+00,5.844500000000000028e+00,5.660700000000000287e+00
5.676199999999999690e+00,5.930799999999999628e+00,5.676199999999999690e+00
5.901200000000000223e+00,5.918499999999999872e+00,5.759800000000000253e+00
5.912499999999999645e+00,5.970200000000000173e+00,5.813799999999999635e+00
5.958700000000000330e+00,5.971400000000000041e+00,5.714599999999999902e+00
5.721599999999999575e+00,5.954200000000000159e+00,5.714000000000000412e+00
5.944899999999999629e+00,5.953700000000000436e+00,5.773900000000000254e+00
5.910400000000000098e+00,5.926099999999999923e+00,5.677699999999999747e+00
5.815999999999999837e+00,5.836299999999999599e+00,5.671400000000000219e+00
5.804100000000000037e+00,5.888899999999999579e+00,5.698500000000000121e+00
5.874200000000000088e+00,5.966099999999999959e+00,5.759699999999999598e+00
5.755899999999999572e+00,6.007399999999999629e+00,5.755600000000000271e+00
5.931899999999999729e+00,5.950300000000000367e+00,5.788100000000000023e+00
5.938100000000000378e+00,5.949499999999999567e+00,5.810900000000000176e+00
5.929499999999999993e+00,5.937800000000000189e+00,5.781200000000000117e+00
5.767800000000000260e+00,5.925500000000000433e+00,5.765799999999999592e+00
5.786599999999999966e+00,5.924000000000000377e+00,5.680699999999999861e+00
5.818100000000000271e+00,5.850799999999999557e+00,5.718700000000000117e+00
5.722999999999999865e+00,5.860699999999999577e+00,5.691200000000000259e+00
5.697400000000000020e+00,5.830099999999999838e+00,5.671700000000000408e+00
5.679400000000000226e+00,5.844299999999999606e+00,5.676899999999999835e+00
5.772199999999999775e+00,5.784500000000000419e+00,5.727500000000000036e+00
5.730000000000000426e+00,5.734799999999999898e+00,5.679199999999999804e+00
5.698299999999999699e+00,5.744600000000000151e+00,5.593499999999999694e+00
5.725999999999999979e+00,5.736600000000000144e+00,5.648100000000000342e+00
5.695700000000000429e+00,5.729499999999999815e+00,5.550099999999999589e+00
5.655499999999999972e+00,5.706999999999999851e+00,5.568599999999999994e+00
5.682400000000000340e+00,5.698699999999999655e+00,5.520400000000000418e+00
5.538800000000000168e+00,5.555399999999999672e+00,5.405000000000000249e+00
5.409900000000000375e+00,5.528400000000000425e+00,5.345299999999999940e+00
5.457200000000000273e+00,5.475999999999999979e+00,5.337600000000000122e+00
5.339900000000000091e+00,5.519999999999999574e+00,5.336599999999999788e+00
5.493699999999999584e+00,5.537499999999999645e+00,5.456599999999999895e+00
5.518799999999999706e+00,5.561300000000000132e+00,5.390900000000000247e+00
5.475200000000000067e+00,5.561399999999999899e+00,5.463899999999999757e+00
5.561099999999999710e+00,5.579500000000000348e+00,5.514199999999999768e+00
5.516000000000000014e+00,5.551099999999999923e+00,5.386099999999999888e+00
5.530300000000000438e+00,5.609399999999999942e+00,5.496699999999999697e+00
5.541199999999999903e+00,5.642000000000000348e+00,5.501500000000000057e+00
5.611699999999999910e+00,5.662099999999999689e+00,5.596700000000000230e+00
5.653500000000000192e+00,5.703800000000000203e+00,5.634699999999999598e+00
5.674199999999999910e+00,5.677299999999999791e+00,5.629199999999999982e+00
5.654899999999999594e+00,5.674599999999999866e+00,5.636499999999999844e+00
5.659799999999999720e+00,5.732499999999999929e+00,5.652899999999999814e+00
5.695299999999999585e+00,5.791999999999999815e+00,5.674400000000000333e+00
5.706100000000000172e+00,5.735699999999999577e+00,5.695800000000000196e+00
5.728900000000000325e+00,5.746400000000000396e+00,5.690299999999999692e+00
5.730000000000000426e+00,5.770699999999999719e+00,5.729000000000000092e+00
5.757200000000000095e+00,5.757200000000000095e+00,5.699300000000000033e+00
5.706800000000000317e+00,5.736299999999999955e+00,5.692499999999999893e+00
5.713300000000000267e+00,5.783800000000000274e+00,5.711299999999999599e+00
5.785700000000000287e+00,5.825999999999999623e+00,5.784099999999999575e+00
5.825099999999999945e+00,5.837500000000000355e+00,5.777400000000000091e+00
5.819700000000000095e+00,5.831299999999999706e+00,5.761700000000000266e+00
5.777899999999999814e+00,5.788499999999999979e+00,5.724199999999999733e+00
5.742799999999999905e+00,5.781900000000000261e+00,5.714900000000000091e+00
5.720799999999999663e+00,5.723900000000000432e+00,5.604899999999999771e+00
5.650800000000000267e+00,5.658500000000000085e+00,5.582300000000000040e+00
5.607499999999999929e+00,5.653299999999999770e+00,5.570899999999999963e+00
5.608900000000000219e+00,5.643600000000000172e+00,5.582499999999999574e+00
5.621299999999999741e+00,5.673799999999999955e+00,5.578199999999999825e+00
5.646399999999999864e+00,5.663000000000000256e+00,5.603500000000000369e+00
5.633700000000000152e+00,5.638799999999999812e+00,5.484300000000000175e+00
5.495000000000000107e+00,5.631700000000000372e+00,5.488699999999999690e+00
5.588000000000000078e+00,5.601200000000000401e+00,5.481300000000000061e+00
5.502799999999999692e+00,5.537499999999999645e+00,5.437599999999999767e+00
5.474700000000000344e+00,5.525800000000000267e+00,5.441399999999999793e+00
5.471400000000000041e+00,5.471400000000000041e+00,5.364399999999999835e+00
5.421100000000000030e+00,5.457799999999999763e+00,5.393099999999999561e+00
5.423499999999999766e+00,5.485500000000000043e+00,5.388899999999999579e+00
5.443800000000000416e+00,5.464000000000000412e+00,5.325400000000000134e+00
5.373199999999999754e+00,5.423199999999999577e+00,5.353900000000000325e+00
5.370199999999999640e+00,5.465099999999999625e+00,5.364300000000000068e+00
5.453899999999999970e+00,5.464000000000000412e+00,5.332600000000000229e+00
5.337699999999999889e+00,5.427599999999999980e+00,5.335300000000000153e+00
5.362300000000000288e+00,5.423700000000000188e+00,5.317599999999999660e+00
5.339699999999999669e+00,5.373700000000000365e+00,5.297900000000000276e+00
5.353399999999999714e+00,5.366900000000000226e+00,5.328700000000000436e+00
5.350200000000000067e+00,5.357099999999999973e+00,5.210600000000000342e+00
5.277899999999999814e+00,5.289299999999999891e+00,5.216400000000000148e+00
5.218600000000000350e+00,5.232199999999999740e+00,5.137699999999999712e+00
5.181499999999999773e+00,5.199600000000000222e+00,4.989799999999999791e+00
5.022899999999999920e+00,5.034200000000000230e+00,4.879699999999999704e+00
4.910300000000000331e+00,5.036100000000000243e+00,4.791500000000000092e+00
4.982199999999999740e+00,5.019999999999999574e+00,4.911500000000000199e+00
4.998099999999999987e+00,5.052900000000000169e+00,4.972400000000000375e+00
4.982899999999999885e+00,5.046100000000000030e+00,4.934899999999999842e+00
5.013799999999999812e+00,5.043300000000000338e+00,4.954799999999999649e+00
4.961299999999999599e+00,4.976399999999999935e+00,4.873700000000000365e+00
4.880700000000000038e+00,4.976200000000000401e+00,4.804499999999999993e+00
4.921800000000000175e+00,4.996299999999999741e+00,4.918000000000000149e+00
4.924400000000000333e+00,4.934000000000000163e+00,4.843899999999999650e+00
4.909900000000000375e+00,4.993400000000000283e+00,4.880300000000000082e+00
4.929499999999999993e+00,5.117300000000000182e+00,4.818800000000000416e+00
5.068100000000000271e+00,5.111500000000000377e+00,5.033599999999999852e+00
5.087500000000000355e+00,5.180699999999999861e+00,5.071699999999999875e+00
5.105000000000000426e+00,5.183300000000000018e+00,5.094400000000000261e+00
5.133000000000000007e+00,5.198400000000000354e+00,5.105400000000000382e+00
5.158400000000000318e+00,5.164399999999999658e+00,5.029600000000000293e+00
5.043899999999999828e+00,5.045099999999999696e+00,4.936700000000000088e+00
4.985199999999999854e+00,4.999100000000000321e+00,4.920399999999999885e+00
4.976399999999999935e+00,5.077399999999999913e+00,4.923000000000000043e+00
5.053200000000000358e+00,5.112899999999999778e+00,5.014400000000000190e+00
5.046999999999999709e+00,5.074499999999999567e+00,4.987800000000000011e+00
5.104700000000000237e+00,5.107899999999999885e+00,4.904300000000000104e+00
4.966999999999999638e+00,4.967999999999999972e+00,4.852400000000000269e+00
4.897199999999999775e+00,4.900400000000000311e+00,4.769700000000000273e+00
4.774899999999999700e+00,4.799500000000000099e+00,4.701800000000000423e+00
4.756199999999999761e+00,4.812100000000000044e+00,4.716400000000000148e+00
4.730599999999999916e+00,4.749699999999999811e+00,4.601399999999999935e+00
4.717699999999999783e+00,4.959699999999999775e+00,4.702300000000000146e+00
4.880200000000000315e+00,4.906799999999999606e+00,4.825400000000000134e+00
4.828500000000000014e+00,4.869699999999999918e+00,4.728600000000000136e+00
4.808300000000000018e+00,4.847599999999999909e+00,4.760799999999999699e+00
4.775800000000000267e+00,4.840399999999999814e+00,4.740000000000000213e+00
4.802100000000000257e+00,4.883200000000000429e+00,4.740800000000000125e+00
4.815699999999999648e+00,4.828299999999999592e+00,4.732899999999999885e+00
4.772300000000000431e+00,4.815999999999999837e+00,4.700400000000000134e+00
4.813799999999999635e+00,4.910999999999999588e+00,4.813200000000000145e+00
4.865599999999999703e+00,4.935900000000000176e+00,4.808300000000000018e+00
4.904899999999999594e+00,4.922100000000000364e+00,4.802699999999999747e+00
4.814199999999999591e+00,4.833800000000000097e+00,4.763799999999999812e+00
4.818900000000000183e+00,4.851099999999999746e+00,4.765299999999999869e+00
4.774300000000000210e+00,4.809000000000000163e+00,4.745899999999999785e+00
4.811399999999999899e+00,4.812899999999999956e+00,4.745899999999999785e+00
4.758499999999999730e+00,4.805799999999999628e+00,4.737800000000000011e+00
4.744100000000000428e+00,4.810599999999999987e+00,4.737099999999999866e+00
4.735400000000000276e+00,4.777800000000000047e+00,4.635799999999999699e+00
4.646700000000000053e+00,4.719699999999999562e+00,4.608399999999999608e+00
4.641200000000000436e+00,4.681400000000000006e+00,4.601600000000000357e+00
4.638499999999999623e+00,4.684499999999999886e+00,4.619299999999999962e+00
4.666699999999999626e+00,4.707099999999999618e+00,4.556199999999999584e+00
4.567800000000000082e+00,4.686499999999999666e+00,4.447300000000000253e+00
4.463499999999999801e+00,4.653699999999999726e+00,4.441300000000000026e+00
4.617600000000000371e+00,4.705199999999999605e+00,4.586199999999999832e+00
4.693999999999999950e+00,4.814600000000000435e+00,4.658800000000000274e+00
4.733999999999999986e+00,4.760299999999999976e+00,4.683399999999999785e+00
4.709999999999999964e+00,4.771200000000000330e+00,4.674000000000000377e+00
4.727299999999999613e+00,4.851300000000000168e+00,4.676700000000000301e+00
4.831400000000000361e+00,4.882799999999999585e+00,4.801700000000000301e+00
4.857700000000000351e+00,4.923899999999999721e+00,4.819300000000000139e+00
4.842999999999999972e+00,5.000700000000000145e+00,4.829200000000000159e+00
4.950199999999999712e+00,4.976700000000000124e+00,4.871599999999999930e+00
4.910199999999999676e+00,5.009299999999999642e+00,4.868599999999999817e+00
4.961800000000000210e+00,4.984099999999999753e+00,4.880899999999999572e+00
4.972100000000000186e+00,5.072700000000000209e+00,4.919100000000000250e+00
4.979099999999999859e+00,5.139999999999999680e+00,4.958199999999999719e+00
5.122200000000000308e+00,5.182900000000000063e+00,5.089900000000000091e+00
5.150500000000000078e+00,5.186600000000000321e+00,5.011800000000000033e+00
5.026900000000000368e+00,5.092500000000000249e+00,4.987899999999999778e+00
5.031200000000000117e+00,5.069099999999999717e+00,4.943399999999999572e+00
4.982099999999999973e+00,5.070700000000000429e+00,4.938600000000000101e+00
5.027599999999999625e+00,5.077799999999999869e+00,4.978600000000000136e+00
5.067300000000000360e+00,5.182400000000000340e+00,5.021899999999999586e+00
5.133899999999999686e+00,5.156900000000000261e+00,5.023900000000000254e+00
5.047600000000000087e+00,5.174699999999999633e+00,4.991999999999999993e+00
5.020100000000000229e+00,5.169800000000000395e+00,5.016300000000000203e+00
5.112700000000000244e+00,5.189099999999999824e+00,5.098300000000000054e+00
5.121900000000000119e+00,5.189099999999999824e+00,5.053399999999999892e+00
5.144599999999999618e+00,5.175200000000000244e+00,5.048000000000000043e+00
5.062599999999999767e+00,5.096199999999999619e+00,5.011599999999999611e+00
5.080300000000000260e+00,5.101799999999999891e+00,5.005399999999999849e+00
5.029899999999999594e+00,5.127200000000000202e+00,5.021799999999999820e+00
5.095699999999999896e+00,5.188100000000000378e+00,5.093600000000000350e+00
5.113999999999999879e+00,5.190900000000000070e+00,5.105199999999999960e+00
5.115499999999999936e+00,5.142199999999999882e+00,5.043300000000000338e+00
5.133899999999999686e+00,5.199600000000000222e+00,5.081000000000000405e+00
5.085600000000000342e+00,5.119900000000000340e+00,5.026600000000000179e+00
5.047600000000000087e+00,5.123499999999999943e+00,4.999299999999999855e+00
5.028999999999999915e+00,5.109499999999999709e+00,4.998400000000000176e+00
5.078299999999999592e+00,5.097900000000000098e+00,4.992300000000000182e+00
5.033299999999999663e+00,5.126699999999999591e+00,5.022599999999999731e+00
5.096700000000000230e+00,5.174100000000000144e+00,5.033000000000000362e+00
5.030199999999999783e+00,5.086899999999999977e+00,4.983999999999999986e+00
4.996900000000000119e+00,5.108699999999999797e+00,4.992700000000000138e+00
5.074300000000000033e+00,5.111500000000000377e+00,4.988800000000000345e+00
5.047799999999999621e+00,5.124200000000000088e+00,5.022800000000000153e+00
5.094000000000000306e+00,5.141899999999999693e+00,5.068100000000000271e+00
5.069700000000000095e+00,5.188299999999999912e+00,5.054299999999999571e+00
5.165399999999999991e+00,5.637500000000000178e+00,5.130200000000000315e+00
5.231799999999999784e+00,5.273299999999999876e+00,5.171000000000000263e+00
5.175600000000000200e+00,5.202799999999999869e+00,5.115599999999999703e+00
5.131300000000000416e+00,5.179299999999999571e+00,5.074600000000000222e+00
5.144400000000000084e+00,5.245800000000000018e+00,5.123000000000000220e+00
5.178300000000000125e+00,5.288400000000000212e+00,5.168499999999999872e+00
5.222199999999999953e+00,5.261400000000000077e+00,5.093399999999999928e+00
5.158599999999999852e+00,5.264800000000000146e+00,5.081199999999999939e+00
5.175600000000000200e+00,5.303499999999999659e+00,5.166000000000000369e+00
5.270999999999999908e+00,5.272700000000000387e+00,5.178300000000000125e+00
5.219599999999999795e+00,5.266700000000000159e+00,5.197000000000000064e+00
5.231799999999999784e+00,5.256800000000000139e+00,5.192700000000000315e+00
5.224499999999999922e+00,5.250600000000000378e+00,5.107099999999999973e+00
5.146399999999999864e+00,5.154300000000000104e+00,5.060200000000000031e+00
5.061799999999999855e+00,5.198199999999999932e+00,5.056099999999999817e+00
5.170700000000000074e+00,5.189899999999999736e+00,5.117499999999999716e+00
5.111399999999999721e+00,5.186099999999999710e+00,5.096899999999999764e+00
5.156200000000000117e+00,5.165099999999999802e+00,5.091999999999999638e+00
5.130899999999999572e+00,5.202899999999999636e+00,5.122600000000000264e+00
5.134800000000000253e+00,5.177299999999999791e+00,5.009900000000000020e+00
4.989300000000000068e+00,5.131999999999999673e+00,4.988800000000000345e+00
5.034200000000000230e+00,5.052200000000000024e+00,4.966099999999999959e+00
5.056899999999999729e+00,5.066600000000000215e+00,5.003499999999999837e+00
5.024300000000000210e+00,5.089500000000000135e+00,5.012699999999999712e+00
5.037799999999999834e+00,5.134800000000000253e+00,5.035499999999999865e+00
5.090799999999999770e+00,5.102400000000000269e+00,5.008899999999999686e+00
4.983900000000000219e+00,5.058300000000000018e+00,4.983200000000000074e+00
5.009299999999999642e+00,5.155599999999999739e+00,5.006400000000000183e+00
5.142599999999999838e+00,5.172799999999999621e+00,5.073599999999999888e+00
5.095900000000000318e+00,5.231200000000000294e+00,5.095900000000000318e+00
5.177599999999999980e+00,5.283800000000000274e+00,5.174699999999999633e+00
5.241699999999999804e+00,5.353500000000000369e+00,5.233600000000000030e+00
5.351300000000000168e+00,5.400800000000000267e+00,5.280400000000000205e+00
5.383700000000000152e+00,5.423300000000000232e+00,5.335399999999999920e+00
5.354199999999999626e+00,5.400299999999999656e+00,5.293499999999999872e+00
5.315999999999999837e+00,5.316200000000000259e+00,5.185900000000000176e+00
5.249900000000000233e+00,5.308799999999999741e+00,5.199600000000000222e+00
5.265699999999999825e+00,5.325199999999999712e+00,5.235500000000000043e+00
5.311200000000000365e+00,5.325800000000000090e+00,5.204900000000000304e+00
5.282899999999999707e+00,5.352699999999999569e+00,5.238999999999999879e+00
5.340499999999999581e+00,5.398500000000000298e+00,5.329900000000000304e+00
5.334200000000000053e+00,5.383499999999999730e+00,5.316200000000000259e+00
5.318299999999999805e+00,5.391099999999999781e+00,5.267000000000000348e+00
5.289299999999999891e+00,5.338099999999999845e+00,5.260500000000000398e+00
5.297200000000000131e+00,5.297200000000000131e+00,5.237499999999999822e+00
5.249200000000000088e+00,5.316900000000000404e+00,5.210399999999999920e+00
5.218799999999999883e+00,5.257200000000000095e+00,5.129100000000000215e+00
5.156500000000000306e+00,5.204900000000000304e+00,5.114499999999999602e+00
5.157799999999999940e+00,5.240599999999999703e+00,5.154099999999999682e+00
5.224400000000000155e+00,5.234700000000000131e+00,5.155100000000000016e+00
5.173700000000000188e+00,5.197799999999999976e+00,5.110699999999999577e+00
5.111500000000000377e+00,5.211999999999999744e+00,5.093700000000000117e+00
5.211000000000000298e+00,5.238299999999999734e+00,5.101499999999999702e+00
5.139899999999999913e+00,5.186300000000000132e+00,5.119699999999999918e+00
5.130799999999999805e+00,5.176000000000000156e+00,5.089000000000000412e+00
5.164299999999999891e+00,5.197700000000000209e+00,5.128099999999999881e+00
5.152099999999999902e+00,5.246900000000000119e+00,5.142199999999999882e+00
5.211199999999999832e+00,5.252100000000000435e+00,5.143099999999999561e+00
5.176800000000000068e+00,5.193299999999999805e+00,5.117300000000000182e+00
5.107400000000000162e+00,5.169699999999999740e+00,5.100100000000000300e+00
5.122899999999999565e+00,5.140299999999999869e+00,5.065999999999999837e+00
5.067700000000000315e+00,5.070599999999999774e+00,4.975200000000000067e+00
4.989099999999999646e+00,5.093499999999999694e+00,4.977400000000000269e+00
5.046400000000000219e+00,5.059400000000000119e+00,4.948900000000000077e+00
4.995000000000000107e+00,5.003700000000000259e+00,4.908100000000000129e+00
4.919999999999999929e+00,4.938299999999999912e+00,4.858200000000000074e+00
4.934599999999999653e+00,4.937899999999999956e+00,4.820000000000000284e+00
4.834999999999999964e+00,4.927800000000000402e+00,4.814400000000000013e+00
4.876999999999999780e+00,4.904799999999999827e+00,4.845200000000000173e+00
4.861699999999999910e+00,4.949699999999999989e+00,4.859099999999999753e+00
4.929199999999999804e+00,5.006099999999999994e+00,4.900100000000000122e+00
4.954299999999999926e+00,5.006400000000000183e+00,4.901500000000000412e+00
4.905599999999999739e+00,4.936499999999999666e+00,4.882799999999999585e+00
4.889999999999999680e+00,4.966499999999999915e+00,4.884900000000000020e+00
4.913100000000000023e+00,4.982099999999999973e+00,4.887199999999999989e+00
4.932999999999999829e+00,4.990599999999999703e+00,4.918999999999999595e+00
4.925200000000000244e+00,4.993900000000000006e+00,4.917300000000000004e+00
4.902400000000000091e+00,4.998499999999999943e+00,4.883899999999999686e+00
4.930399999999999672e+00,4.966000000000000192e+00,4.901600000000000179e+00
4.882399999999999629e+00,4.936600000000000321e+00,4.868299999999999628e+00
4.878300000000000303e+00,4.898600000000000065e+00,4.828899999999999970e+00
4.892699999999999605e+00,5.036999999999999922e+00,4.888799999999999812e+00
5.032399999999999984e+00,5.083599999999999675e+00,5.001299999999999635e+00
5.013799999999999812e+00,5.106399999999999828e+00,4.996400000000000396e+00
5.081500000000000128e+00,5.160800000000000054e+00,5.049000000000000377e+00
5.145400000000000418e+00,5.233799999999999564e+00,5.081000000000000405e+00
5.207900000000000418e+00,5.287499999999999645e+00,5.184700000000000308e+00
5.244299999999999962e+00,5.274099999999999788e+00,5.203700000000000436e+00
5.207900000000000418e+00,5.283100000000000129e+00,5.184099999999999930e+00
5.217900000000000205e+00,5.276099999999999568e+00,5.206800000000000317e+00
5.215499999999999581e+00,5.289900000000000269e+00,5.215300000000000047e+00
5.226399999999999935e+00,5.228200000000000180e+00,5.142100000000000115e+00
5.175099999999999589e+00,5.278299999999999770e+00,5.155100000000000016e+00
5.242799999999999905e+00,5.311899999999999622e+00,5.207600000000000229e+00
5.266600000000000392e+00,5.318500000000000227e+00,5.225900000000000212e+00
5.347100000000000186e+00,5.370899999999999785e+00,5.270999999999999908e+00
5.267100000000000115e+00,5.351200000000000401e+00,5.259900000000000020e+00
5.312899999999999956e+00,5.350200000000000067e+00,5.277000000000000135e+00
5.240000000000000213e+00,5.343700000000000117e+00,5.237700000000000244e+00
